 frequency       v(/u_vc)        v(/u_vc)        v(/u_d)         v(/u_d)        
 7.07945784e+03  8.70309953e-05 -3.85543788e-03 -9.58952069e-05  1.30084691e-04 
 7.16143410e+03  8.48109755e-05 -3.80871586e-03 -9.34284207e-05  1.25492796e-04 
 7.24435960e+03  8.26532229e-05 -3.76262344e-03 -9.10317321e-05  1.21067055e-04 
 7.32824533e+03  8.05557217e-05 -3.71714977e-03 -8.87028337e-05  1.16801217e-04 
 7.41310241e+03  7.85165339e-05 -3.67228430e-03 -8.64395091e-05  1.12689283e-04 
 7.49894209e+03  7.65337960e-05 -3.62801673e-03 -8.42396280e-05  1.08725488e-04 
 7.58577575e+03  7.46057156e-05 -3.58433701e-03 -8.21011429e-05  1.04904299e-04 
 7.67361489e+03  7.27305678e-05 -3.54123534e-03 -8.00220847e-05  1.01220398e-04 
 7.76247117e+03  7.09066926e-05 -3.49870216e-03 -7.80005596e-05  9.76686803e-05 
 7.85235635e+03  6.91324915e-05 -3.45672812e-03 -7.60347452e-05  9.42442374e-05 
 7.94328235e+03  6.74064254e-05 -3.41530411e-03 -7.41228878e-05  9.09423547e-05 
 8.03526122e+03  6.57270114e-05 -3.37442122e-03 -7.22632987e-05  8.77585006e-05 
 8.12830516e+03  6.40928206e-05 -3.33407075e-03 -7.04543520e-05  8.46883199e-05 
 8.22242650e+03  6.25024758e-05 -3.29424420e-03 -6.86944814e-05  8.17276258e-05 
 8.31763771e+03  6.09546489e-05 -3.25493326e-03 -6.69821777e-05  7.88723935e-05 
 8.41395142e+03  5.94480594e-05 -3.21612981e-03 -6.53159863e-05  7.61187528e-05 
 8.51138038e+03  5.79814721e-05 -3.17782590e-03 -6.36945050e-05  7.34629825e-05 
 8.60993752e+03  5.65536948e-05 -3.14001377e-03 -6.21163814e-05  7.09015037e-05 
 8.70963590e+03  5.51635772e-05 -3.10268581e-03 -6.05803113e-05  6.84308742e-05 
 8.81048873e+03  5.38100087e-05 -3.06583458e-03 -5.90850363e-05  6.60477831e-05 
 8.91250938e+03  5.24919169e-05 -3.02945281e-03 -5.76293420e-05  6.37490452e-05 
 9.01571138e+03  5.12082661e-05 -2.99353338e-03 -5.62120563e-05  6.15315961e-05 
 9.12010839e+03  4.99580556e-05 -2.95806930e-03 -5.48320472e-05  5.93924872e-05 
 9.22571427e+03  4.87403185e-05 -2.92305375e-03 -5.34882218e-05  5.73288812e-05 
 9.33254301e+03  4.75541203e-05 -2.88848003e-03 -5.21795244e-05  5.53380477e-05 
 9.44060876e+03  4.63985577e-05 -2.85434159e-03 -5.09049348e-05  5.34173586e-05 
 9.54992586e+03  4.52727571e-05 -2.82063201e-03 -4.96634673e-05  5.15642845e-05 
 9.66050879e+03  4.41758736e-05 -2.78734498e-03 -4.84541690e-05  4.97763904e-05 
 9.77237221e+03  4.31070900e-05 -2.75447435e-03 -4.72761188e-05  4.80513321e-05 
 9.88553095e+03  4.20656157e-05 -2.72201406e-03 -4.61284257e-05  4.63868530e-05 
 1.00000000e+04  4.10506854e-05 -2.68995818e-03 -4.50102281e-05  4.47807800e-05 
